"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Annual of growth of GDP","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","%","2016","-1.5"
"Oman","Annual of growth of GDP","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","%","2017","-5.1"
"Oman","Annual of growth of GDP","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","%","2018","-13.7"
"Oman","Annual of growth of GDP","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","%","2019","4.6"
"Oman","Annual of growth of GDP","Constant Prices","Financial Intermediation Services Indirectly Measured","Total","%","2020","-12.7"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2011","44.3"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2012","-4.5"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2013","4.8"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2014","12.9"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2015","13.4"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2016","-5.7"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2017","16.5"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2018","14.2"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2019","2.2"
"Oman","Annual of growth of GDP","Constant Prices","Taxes less Subsidies on prouduts","Total","%","2020","-6.5"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2011","9043.3"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2012","9276.5"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2013","8970.3"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2014","8926.3"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2015","7276.8"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2016","6544.4"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2017","6817.8"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2018","7645.9"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2019","7332.1"
"Oman","GDP per Capita  (R.O)","Current Prices","Total","Total","R.o","2020","6347.2"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2011","23519.7"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2012","24126.1"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2013","23329.7"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2014","23215.4"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2015","18925.4"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2016","17020.6"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2017","17731.7"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2018","19885.2"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2019","19069.1"
"Oman","GDP per Capita (U.S$)","Current Prices","Total","Total","U.S$","2020","16507.8"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2011","110.1"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2012","114.1"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2013","111.6"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2014","113.5"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2015","91.8"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2016","83.4"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2017","89.5"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2018","100"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2019","97.3"
"Oman","GDP Deflator (%)","Current Prices","Total","Total","%","2020","84.5"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2011","7804.7"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2012","7854.8"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2013","6749.3"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2014","7342.8"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2015","885.8"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2016","-64.9"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2017","770.3"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2018","4209.1"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2019","4235.1"
"Oman","Net Exports of Goods & Services","Current Prices","Total","Total","Mn.R.O","2020","2116.5"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2011","19045.7"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2012","21080.3"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2013","22833.6"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2014","21898.8"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2015","15026.6"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2016","11935.8"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2017","14212.6"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2018","17810.6"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2019","16757.7"
"Oman","Total Exports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2020","12584.3"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2011","15393.8"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2012","16260"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2013","17965.9"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2014","18032.7"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2015","17806.7"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2016","17464.4"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2017","17323.3"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2018","17810.6"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2019","18155.5"
"Oman","Total Exports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2020","13461.8"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2011","11241"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2012","13225.5"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2013","16084.3"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2014","14556"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2015","14140.8"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2016","12000.6"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2017","13442.3"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2018","13601.4"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2019","12522.6"
"Oman","Total Imports of Goods and Services (1)","Current Prices","Total","Total","Mn.R.O","2020","10467.8"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2011","11138"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2012","13341.5"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2013","15487.1"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2014","14248.8"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2015","14199"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2016","12499.6"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2017","14223.4"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2018","13601.4"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2019","13141"
"Oman","Total Imports of Goods and Services (1)","Constant Prices","Total","Total","Mn.R.O","2020","10969.2"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2011","16047.3"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2012","18008.1"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2013","17938.3"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2014","17544.5"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2015","11893.3"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2016","10359.4"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2017","11292"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2018","15353.7"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2019","13331.5"
"Oman","Gross Domestic Saving","Current Prices","Total","Total","Mn.R.O","2020","8017.3"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2011","-4439.4"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2012","-4909.6"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2013","-4827.7"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2014","-5700.5"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2015","-5184.7"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2016","-4856.5"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2017","-5097.5"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2018","-5904.7"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2019","-5873.6"
"Oman","Net Factor Income","Current Prices","Total","Total","Mn.R.O","2020","-5446.1"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2011","-1591"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2012","-1732.2"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2013","-1244"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2014","-1648.2"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2015","-864.3"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2016","-794.6"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2017","-1218.1"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2018","-2029.6"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2019","-2361.7"
"Oman","Net Primary Income From Abroad","Current Prices","Total","Total","Mn.R.O","2020","-2073.2"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2011","-2848.4"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2012","-3177.3"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2013","-3583.7"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2014","-4052.4"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2015","-4320.4"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2016","-4062"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2017","-3879.4"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2018","-3875.1"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2019","-3511.9"
"Oman","Net Current Transfers From abroad","Current Prices","Total","Total","Mn.R.O","2020","-3372.9"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2011","11607.9"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2012","13098.5"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2013","13110.6"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2014","11844"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2015","6708.6"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2016","5502.9"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2017","6194.5"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2018","9449"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2019","7457.9"
"Oman","Gross National Saving","Current Prices","Total","Total","Mn.R.O","2020","2571.1"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2011","28206.8"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2012","31876.4"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2013","33336.4"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2014","33994.7"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2015","29400"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2016","28092.5"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2017","29871.2"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2018","33154.5"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2019","31497.7"
"Oman","Gross National Income (GNI)","Current Prices","Total","Total","Mn.R.O","2020","26368.8"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2011","8560.5"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2012","8798.4"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2013","8647.6"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2014","8513.6"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2015","7069"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2016","6364.4"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2017","6550.7"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2018","7204.8"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2019","6820.6"
"Oman","GNI per Capita (R.O)","Current Prices","Total","Total","R.o","2020","5884.6"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2011","25358.3"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2012","28699.1"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2013","29752.7"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2014","29942.3"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2015","25079.6"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2016","24030.5"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2017","25991.9"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2018","29279.3"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2019","27985.9"
"Oman","Gross National  Disposable Income","Current Prices","Total","Total","Mn.R.O","2020","22995.8"
"Oman","Gross Output","Current Prices","Agriculture","Total","Mn.R.O","2018","612.4"
"Oman","Gross Output","Current Prices","Agriculture","Total","Mn.R.O","2019","638.1"
"Oman","Gross Output","Current Prices","Agriculture","Total","Mn.R.O","2020","665.3"
"Oman","Gross Output","Current Prices","Fishing","Total","Mn.R.O","2018","262.5"
"Oman","Gross Output","Current Prices","Fishing","Total","Mn.R.O","2019","319.8"
"Oman","Gross Output","Current Prices","Fishing","Total","Mn.R.O","2020","374.3"
"Oman","Gross Output","Current Prices","Mining and Quarrying","Total","Mn.R.O","2018","13344"
"Oman","Gross Output","Current Prices","Mining and Quarrying","Total","Mn.R.O","2019","12425.1"
"Oman","Gross Output","Current Prices","Mining and Quarrying","Total","Mn.R.O","2020","9467.8"
"Oman","Gross Output","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2018","9958.4"
"Oman","Gross Output","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2019","9034.1"
"Oman","Gross Output","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2020","6360.1"
"Oman","Gross Output","Current Prices","Mining & Quarrying","Total","Mn.R.O","2018","445.3"
"Oman","Gross Output","Current Prices","Mining & Quarrying","Total","Mn.R.O","2019","418.5"
"Oman","Gross Output","Current Prices","Mining & Quarrying","Total","Mn.R.O","2020","363.2"
"Oman","Gross Output","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2018","1267.8"
"Oman","Gross Output","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2019","1323.6"
"Oman","Gross Output","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2020","1207.2"
"Oman","Gross Output","Current Prices","Manufacturing","Total","Mn.R.O","2018","11288.9"
"Oman","Gross Output","Current Prices","Manufacturing","Total","Mn.R.O","2019","10105.4"
"Oman","Gross Output","Current Prices","Manufacturing","Total","Mn.R.O","2020","7762.2"
"Oman","Gross Output","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2018","2905.5"
"Oman","Gross Output","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2019","2640.4"
"Oman","Gross Output","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2020","1621.4"
"Oman","Gross Output","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2018","3390.1"
"Oman","Gross Output","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2019","2996"
"Oman","Gross Output","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2020","2113.8"
"Oman","Gross Output","Current Prices","Other Manufacturing","Total","Mn.R.O","2018","4993.3"
"Oman","Gross Output","Current Prices","Other Manufacturing","Total","Mn.R.O","2019","4468.9"
"Oman","Gross Output","Current Prices","Other Manufacturing","Total","Mn.R.O","2020","4027.1"
"Oman","Gross Output","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2018","2060.2"
"Oman","Gross Output","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2019","1982.9"
"Oman","Gross Output","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2020","2047.1"
"Oman","Gross Output","Current Prices","Construction","Total","Mn.R.O","2018","8353.7"
"Oman","Gross Output","Current Prices","Construction","Total","Mn.R.O","2019","8103.4"
"Oman","Gross Output","Current Prices","Construction","Total","Mn.R.O","2020","6735.1"
"Oman","Gross Output","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2018","4265.2"
"Oman","Gross Output","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2019","4019.3"
"Oman","Gross Output","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2020","3530.1"
"Oman","Gross Output","Current Prices","Transport, Storage","Total","Mn.R.O","2018","3069.3"
"Oman","Gross Output","Current Prices","Transport, Storage","Total","Mn.R.O","2019","3132.7"
"Oman","Gross Output","Current Prices","Transport, Storage","Total","Mn.R.O","2020","1688.7"
"Oman","Gross Output","Current Prices","Land Transport","Total","Mn.R.O","2018","1481.4"
"Oman","Gross Output","Current Prices","Land Transport","Total","Mn.R.O","2019","1449.3"
"Oman","Gross Output","Current Prices","Land Transport","Total","Mn.R.O","2020","1046.9"
"Oman","Gross Output","Current Prices","Water Transport Services","Total","Mn.R.O","2018","214.7"
"Oman","Gross Output","Current Prices","Water Transport Services","Total","Mn.R.O","2019","197.8"
"Oman","Gross Output","Current Prices","Water Transport Services","Total","Mn.R.O","2020","142.8"
"Oman","Gross Output","Current Prices","Air Transport","Total","Mn.R.O","2018","639.4"
"Oman","Gross Output","Current Prices","Air Transport","Total","Mn.R.O","2019","710.3"
"Oman","Gross Output","Current Prices","Air Transport","Total","Mn.R.O","2020","177.3"
"Oman","Gross Output","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2018","733.8"
"Oman","Gross Output","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2019","775.4"
"Oman","Gross Output","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2020","321.7"
"Oman","Gross Output","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2018","1282.6"
"Oman","Gross Output","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2019","1415.6"
"Oman","Gross Output","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2020","853.5"
"Oman","Gross Output","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2018","1128.2"
"Oman","Gross Output","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2019","1089.8"
"Oman","Gross Output","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2020","1061.1"
"Oman","Gross Output","Current Prices","Financial and insurance activities","Total","Mn.R.O","2018","2400.2"
"Oman","Gross Output","Current Prices","Financial and insurance activities","Total","Mn.R.O","2019","2554.8"
"Oman","Gross Output","Current Prices","Financial and insurance activities","Total","Mn.R.O","2020","2429.2"
"Oman","Gross Output","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2018","1791.7"
"Oman","Gross Output","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2019","1951"
"Oman","Gross Output","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2020","1779.5"
"Oman","Gross Output","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2018","608.5"
"Oman","Gross Output","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2019","603.8"
"Oman","Gross Output","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2020","649.7"
"Oman","Gross Output","Current Prices","Real Estate","Total","Mn.R.O","2018","954.6"
"Oman","Gross Output","Current Prices","Real Estate","Total","Mn.R.O","2019","978"
"Oman","Gross Output","Current Prices","Real Estate","Total","Mn.R.O","2020","1039.5"
"Oman","Gross Output","Current Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2018","1533.5"
"Oman","Gross Output","Current Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2019","1635.8"
"Oman","Gross Output","Current Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2020","1210.7"
"Oman","Gross Output","Current Prices","Public Administration & Defence","Total","Mn.R.O","2018","4749.6"
"Oman","Gross Output","Current Prices","Public Administration & Defence","Total","Mn.R.O","2019","4807.5"
"Oman","Gross Output","Current Prices","Public Administration & Defence","Total","Mn.R.O","2020","4827"
"Oman","Gross Output","Current Prices","Education","Total","Mn.R.O","2018","1961.1"
"Oman","Gross Output","Current Prices","Education","Total","Mn.R.O","2019","2141.6"
"Oman","Gross Output","Current Prices","Education","Total","Mn.R.O","2020","2338"
"Oman","Gross Output","Current Prices","Health","Total","Mn.R.O","2018","1087.5"
"Oman","Gross Output","Current Prices","Health","Total","Mn.R.O","2019","1136.6"
"Oman","Gross Output","Current Prices","Health","Total","Mn.R.O","2020","1373.7"
"Oman","Gross Output","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2018","550.1"
"Oman","Gross Output","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2019","555.6"
"Oman","Gross Output","Current Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2020","428"
"Oman","Gross Output","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2018","206.7"
"Oman","Gross Output","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2019","231.2"
"Oman","Gross Output","Current Prices","Private Household with Employed Persons","Total","Mn.R.O","2020","203.4"
"Oman","Gross Output","Current Prices","Extraction of Natural Gas","Total","Mn.R.O","2018","1672.5"
"Oman","Gross Output","Current Prices","Extraction of Natural Gas","Total","Mn.R.O","2019","1648.9"
"Oman","Gross Output","Current Prices","Extraction of Natural Gas","Total","Mn.R.O","2020","1537.3"
"Oman","Gross Output","Constant Prices","Agriculture","Total","Mn.R.O","2018","612.4"
"Oman","Gross Output","Constant Prices","Agriculture","Total","Mn.R.O","2019","637.8"
"Oman","Gross Output","Constant Prices","Agriculture","Total","Mn.R.O","2020","649.4"
"Oman","Gross Output","Constant Prices","Fishing","Total","Mn.R.O","2018","262.5"
"Oman","Gross Output","Constant Prices","Fishing","Total","Mn.R.O","2019","275.2"
"Oman","Gross Output","Constant Prices","Fishing","Total","Mn.R.O","2020","373.6"
"Oman","Gross Output","Constant Prices","Mining and Quarrying","Total","Mn.R.O","2018","13344"
"Oman","Gross Output","Constant Prices","Mining and Quarrying","Total","Mn.R.O","2019","12983.9"
"Oman","Gross Output","Constant Prices","Mining and Quarrying","Total","Mn.R.O","2020","12656.4"
"Oman","Gross Output","Constant Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2018","9958.4"
"Oman","Gross Output","Constant Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2019","9882.6"
"Oman","Gross Output","Constant Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2020","9702.9"
"Oman","Gross Output","Constant Prices","Mining & Quarrying","Total","Mn.R.O","2018","445.3"
"Oman","Gross Output","Constant Prices","Mining & Quarrying","Total","Mn.R.O","2019","425.8"
"Oman","Gross Output","Constant Prices","Mining & Quarrying","Total","Mn.R.O","2020","398.6"
"Oman","Gross Output","Constant Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2018","1267.8"
"Oman","Gross Output","Constant Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2019","994.7"
"Oman","Gross Output","Constant Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2020","910.5"
"Oman","Gross Output","Constant Prices","Manufacturing","Total","Mn.R.O","2018","11288.9"
"Oman","Gross Output","Constant Prices","Manufacturing","Total","Mn.R.O","2019","11295.1"
"Oman","Gross Output","Constant Prices","Manufacturing","Total","Mn.R.O","2020","10501.5"
"Oman","Gross Output","Constant Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2018","2905.5"
"Oman","Gross Output","Constant Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2019","2767.3"
"Oman","Gross Output","Constant Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2020","2316"
"Oman","Gross Output","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2018","3390.1"
"Oman","Gross Output","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2019","3760.1"
"Oman","Gross Output","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2020","3386.1"
"Oman","Gross Output","Constant Prices","Other Manufacturing","Total","Mn.R.O","2018","4993.3"
