"region","indicator","station","networks","opwp-purchases","Unit","Date","Value"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2013","471"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2014","569"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2015","413"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2016","612"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2017","373.6"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2018","139.5078"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Wadi Al-Jizzi","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2012","2620"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2013","650"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2014","1247"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2015","1151"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2016","1856"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2017","2223.9"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2018","2762.22475"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2019","1648.2543"
"Oman","Net production of electricity (GW/H)","Barka II","Total","Total","Gw/H","2020","1464.1"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2012","681"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2013","3028"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2014","3140"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2015","3834"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2016","4023"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2017","4471.3"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2018","4821.04892"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2019","4399.39067"
"Oman","Net production of electricity (GW/H)","Barka III","Total","Total","Gw/H","2020","4728.8"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2012","3807"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2013","3538"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2014","3497"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2015","3346"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2016","3697"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2017","3320.6"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2018","3543.035496"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2019","2006.00684495508"
"Oman","Net production of electricity (GW/H)","Sohar","Total","Total","Gw/H","2020","96.7"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2012","1034"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2013","3101"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2014","3619"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2015","4157"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2016","4453"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2017","4331.1"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2018","4803.603"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2019","1389.327"
"Oman","Net production of electricity (GW/H)","Sohar II","Total","Total","Gw/H","2020","1586"
"Oman","Net production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2018","102.2"
"Oman","Net production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2019","5109.6"
"Oman","Net production of electricity (GW/H)","Sohar III","Total","Total","Gw/H","2020","7110.9"
"Oman","Net production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2018","137.8"
"Oman","Net production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2019","5447.4"
"Oman","Net production of electricity (GW/H)","Ibri IPP","Total","Total","Gw/H","2020","6125.9"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2012","1649.1"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2013","1715.7"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2014","2832.5"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2015","5025.8"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2016","6867.9"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2017","8093.6"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2018","8916.731493"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2019","8070.801153"
"Oman","Net production of electricity (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2020","8058.6"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2012","36.9"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2013","43.5"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2014","51"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2015","57.3"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2016","62.9"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2017","69.5"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2018","79.187098"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2019","77.553028"
"Oman","Net production of electricity (GW/H)","Masirah","Total","Total","Gw/H","2020","82.4"
"Oman","Net production of electricity (GW/H)","Sur","Total","Total","Gw/H","2014","1542.6"
"Oman","Net production of electricity (GW/H)","Sur","Total","Total","Gw/H","2015","4390.5"
"Oman","Net production of electricity (GW/H)","Sur","Total","Total","Gw/H","2016","6424"
"Oman","Net production of electricity (GW/H)","Sur","Total","Total","Gw/H","2017","7809.8"
"Oman","Net production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2018","8453.8"
"Oman","Net production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2019","7939.1"
"Oman","Net production of electricity (GW/H)","Sur IPP","Total","Total","Gw/H","2020","7973.9"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2012","1612"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2013","1672"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2014","1239"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2015","578"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2016","381"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2017","214.4"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2018","383.7405"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2019","54.1195"
"Oman","Net production of electricity (GW/H)","Al Kamil (central)","Total","Total","Gw/H","2020","2"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2012","122.3"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2013","152.6"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2014","169.3"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2015","206.3"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2016","219.6"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2017","248.5"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2018","290.008065"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2019","338.38481007"
"Oman","Net production of electricity (GW/H)","AL Wusta","Total","Total","Gw/H","2020","396"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2013","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2014","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Al kahil","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2012","50.4"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2013","68.1"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2014","76.8"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2015","102.37"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2016","112.57"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2017","128.3"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2018","162.33913"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2019","215.80522707"
"Oman","Net production of electricity (GW/H)","Ad Duqm","Total","Total","Gw/H","2020","260.16"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2012","24.4"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2013","28.9"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2014","35.25"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2015","42.62"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2016","46.14"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2017","56.3"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2018","58.182852"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2019","54.319476"
"Oman","Net production of electricity (GW/H)","Haji","Total","Total","Gw/H","2020","61.8"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2013","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2014","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Haji & Mahut","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2012","7.7"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2013","8.7"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2014","9.68"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2015","6.64"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Ras Madrka","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2013","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2014","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Al Lakbi","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2012","2.6"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2013","2.9"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2014","2.92"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2015","3.13"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2016","3.97"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2017","4.2"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2018","4.595102"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2019","4.5437"
"Oman","Net production of electricity (GW/H)","Al Khaluf","Total","Total","Gw/H","2020","4.75"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2012","1.6"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2013","1.2"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2014","0.29"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2016","1.33"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Al zahya","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2012","6.7"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2013","7.4"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2014","7.98"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2015","9.4"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2016","12.58"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2017","14.7"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2018","17.376562"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2019","17.310849"
"Oman","Net production of electricity (GW/H)","Al Khuiaima","Total","Total","Gw/H","2020","17.8"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2012","2.9"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2013","3.5"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2014","3.9"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2015","5.11"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2016","5.39"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2017","5.8"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2018","5.685549"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2019","5.442128"
"Oman","Net production of electricity (GW/H)","Hitam","Total","Total","Gw/H","2020","6.27"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2012","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2013","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2014","0.001"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2015","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Abu Mudabhi","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2012","3.7"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2013","5.1"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2014","5.56"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2015","6.3"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2016","6.23"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2017","6"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2018","8.31393"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2019","7.47692"
"Oman","Net production of electricity (GW/H)","Surab","Total","Total","Gw/H","2020","9.59"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2012","1.7"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2013","2"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2014","2.43"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2015","1.16"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2016","0"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2017","0"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2018","0"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Al Ajaiz","Total","Total","Gw/H","2020","0"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2012","2.2"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2013","2.4"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2014","2.84"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2015","3.33"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2016","3.32"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2017","3.6"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2018","3.708096"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2019","3.637746"
"Oman","Net production of electricity (GW/H)","Dhafrat","Total","Total","Gw/H","2020","3.69"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2012","3.3"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2013","3.7"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2014","3.7"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2015","4.3"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2016","40"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2017","4.2"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2018","4.736744"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2019","5.074992"
"Oman","Net production of electricity (GW/H)","Al Najdah","Total","Total","Gw/H","2020","5.2"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2012","15.2"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2013","18.7"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2014","18"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2015","21.94"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2016","24.1"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2017","25.4"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2018","25.0701"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2019","24.773772"
"Oman","Net production of electricity (GW/H)","Al Khadrah","Total","Total","Gw/H","2020","25.8"
"Oman","Net production of electricity (GW/H)","Wadi Aswad","Total","Total","Gw/H","2019","0"
"Oman","Net production of electricity (GW/H)","Wadi Aswad","Total","Total","Gw/H","2020","0.97"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2012","20958"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2013","22791"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2014","25172"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2015","28912"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2016","30359"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2017","32349"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2018","33547.4893617515"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2019","33796.0432243984"
"Oman","Electricity distribution (GW/H)","Total","Total","Total","Gw/H","2020","33156"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2012","7541.2"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2013","8025"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2014","8688.6"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2015","10103.7"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2016","10381"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2017","10918.5"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2018","11538.036"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2019","11507.1926776219"
"Oman","Electricity distribution (GW/H)","Muscat","Total","Total","Gw/H","2020","10911.2"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2012","2021.3"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2013","2267.1"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2014","2489.8"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2015","2764.5"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2016","2866.5"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2017","3097.9"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2018","3097.51498074146"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2019","3315.49156712721"
"Oman","Electricity distribution (GW/H)","Dhofar","Total","Total","Gw/H","2020","3008.1"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2012","232.4"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2013","256"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2014","288.5"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2015","312.6"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2016","313.4"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2017","320.5"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2018","396.5305686505"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2019","387.1688367718"
"Oman","Electricity distribution (GW/H)","Musandam","Total","Total","Gw/H","2020","386"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2012","1562.8"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2013","1710.2"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2014","1870.2"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2015","2081"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2016","2250.1"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2017","2447.3"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2018","2492.77061361795"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2019","2512.87075281191"
"Oman","Electricity distribution (GW/H)","Ad Dakhliyah","Total","Total","Gw/H","2020","2548.9"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2012","7789"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2013","8472.9"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2014","9448.5"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2015","11050.7"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2016","11788.6"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2017","12717.7"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2018","13122.7"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2019","13073.7606559717"
"Oman","Electricity distribution (GW/H)","Al Batinah and Adh Dhahirah","Total","Total","Gw/H","2020","13187"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2012","1609.2"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2013","1812.8"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2014","2090.5"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2015","2277.2"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2016","2422.9"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2017","2498.7"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2018","2470.46255100235"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2019","2524.9"
"Oman","Electricity distribution (GW/H)","Ash Sharqiyah","Total","Total","Gw/H","2020","2582.4"
"Oman","Electricity distribution (GW/H)","AL Wusta","Total","Total","Gw/H","2012","202.3"
"Oman","Electricity distribution (GW/H)","AL Wusta","Total","Total","Gw/H","2013","246.7"
